Rank,File,Line,Element,Suspiciousness,Formula
1,C:\Users\Alessandro\Desktop\PyFault\file1.py,10,,1.000000,dstar2
2,C:\Users\Alessandro\Desktop\PyFault\file1.py,15,,0.000000,dstar2
